"word","sentiment","Polarität"
"ingeniöseste",0.004,"positive"
"ingeniösen",0.004,"positive"
"ingeniöse",0.004,"positive"
"ingeniösem",0.004,"positive"
"innovativeren",0.3302,"positive"
"innovativerem",0.3302,"positive"
"innovativeres",0.3302,"positive"
"innovativerer",0.3302,"positive"
"innovativere",0.3302,"positive"
"innovatives",0.3302,"positive"
"innovativstem",0.3302,"positive"
"innovativsten",0.3302,"positive"
"innovativer",0.3302,"positive"
"innovativster",0.3302,"positive"
"innovativem",0.3302,"positive"
"innovativstes",0.3302,"positive"
"innovativen",0.3302,"positive"
"innovativste",0.3302,"positive"
"innovative",0.3302,"positive"
"inspiriere",0.004,"positive"
"inspirierst",0.004,"positive"
"inspiriert",0.004,"positive"
"inspirierest",0.004,"positive"
"inspirieret",0.004,"positive"
"inspirierte",0.004,"positive"
"inspiriertest",0.004,"positive"
"inspirierten",0.004,"positive"
"inspiriertet",0.004,"positive"
"inspirierende",0.0786,"positive"
"inspirierendem",0.0786,"positive"
"inspirierenden",0.0786,"positive"
"inspirierender",0.0786,"positive"
"inspirierendes",0.0786,"positive"
"inspirierendere",0.0786,"positive"
"inspirierenderem",0.0786,"positive"
"inspirierenderen",0.0786,"positive"
"inspirierenderer",0.0786,"positive"
"inspirierenderes",0.0786,"positive"
"inspirierendste",0.0786,"positive"
"inspirierendstem",0.0786,"positive"
"inspirierendsten",0.0786,"positive"
"inspirierendster",0.0786,"positive"
"inspirierendstes",0.0786,"positive"
"intakterer",0.004,"positive"
"intakte",0.004,"positive"
"intakteres",0.004,"positive"
"intakteren",0.004,"positive"
"intakterem",0.004,"positive"
"intaktere",0.004,"positive"
"intaktestes",0.004,"positive"
"intaktester",0.004,"positive"
"intaktem",0.004,"positive"
"intakten",0.004,"positive"
"intakter",0.004,"positive"
"intaktes",0.004,"positive"
"intakteste",0.004,"positive"
"intaktestem",0.004,"positive"
"intaktesten",0.004,"positive"
"integerste",0.004,"positive"
"integrerem",0.004,"positive"
"integerstem",0.004,"positive"
"integre",0.004,"positive"
"integreren",0.004,"positive"
"integersten",0.004,"positive"
"integrerer",0.004,"positive"
"integreres",0.004,"positive"
"integerster",0.004,"positive"
"integerstes",0.004,"positive"
"integrer",0.004,"positive"
"integres",0.004,"positive"
"integrem",0.004,"positive"
"integren",0.004,"positive"
"integrere",0.004,"positive"
"integrierten",0.0908,"positive"
"integriertest",0.0908,"positive"
"integriert",0.0908,"positive"
"integrierte",0.0908,"positive"
"integriertet",0.0908,"positive"
"integrierst",0.0908,"positive"
"integrieret",0.0908,"positive"
"integrierest",0.0908,"positive"
"integriere",0.0908,"positive"
"intelligenteren",0.1238,"positive"
"intelligenterem",0.1238,"positive"
"intelligentestem",0.1238,"positive"
"intelligentestes",0.1238,"positive"
"intelligentester",0.1238,"positive"
"intelligentem",0.1238,"positive"
"intelligentesten",0.1238,"positive"
"intelligenten",0.1238,"positive"
"intelligentere",0.1238,"positive"
"intelligenter",0.1238,"positive"
"intelligentes",0.1238,"positive"
"intelligente",0.1238,"positive"
"intelligenterer",0.1238,"positive"
"intelligenteres",0.1238,"positive"
"intelligenteste",0.1238,"positive"
"intensive",0.004,"positive"
"intensiverer",0.004,"positive"
"intensivere",0.004,"positive"
"intensiveres",0.004,"positive"
"intensivste",0.004,"positive"
"intensivsten",0.004,"positive"
"intensivstem",0.004,"positive"
"intensivster",0.004,"positive"
"intensivstes",0.004,"positive"
"intensiverem",0.004,"positive"
"intensives",0.004,"positive"
"intensiver",0.004,"positive"
"intensiveren",0.004,"positive"
"intensiven",0.004,"positive"
"intensivem",0.004,"positive"
"interessantestes",0.2488,"positive"
"interessantester",0.2488,"positive"
"interessanteste",0.2488,"positive"
"interessantere",0.2488,"positive"
"interessantestem",0.2488,"positive"
"interessantesten",0.2488,"positive"
"interessanterem",0.2488,"positive"
"interessantes",0.2488,"positive"
"interessanter",0.2488,"positive"
"interessanteren",0.2488,"positive"
"interessante",0.2488,"positive"
"interessanten",0.2488,"positive"
"interessanteres",0.2488,"positive"
"interessantem",0.2488,"positive"
"interessanterer",0.2488,"positive"
"interessierest",0.004,"positive"
"interessiertet",0.004,"positive"
"interessiere",0.004,"positive"
"interessierst",0.004,"positive"
"interessierte",0.004,"positive"
"interessiertest",0.004,"positive"
"interessierten",0.004,"positive"
"interessieret",0.004,"positive"
"interessierteren",0.004,"positive"
"interessierterem",0.004,"positive"
"interessierteste",0.004,"positive"
"interessiertes",0.004,"positive"
"interessierter",0.004,"positive"
"interessiertester",0.004,"positive"
"interessiertestes",0.004,"positive"
"interessiertem",0.004,"positive"
"interessiertesten",0.004,"positive"
"interessierteres",0.004,"positive"
"interessierterer",0.004,"positive"
"interessiertestem",0.004,"positive"
"interessiertere",0.004,"positive"
"investierte",0.004,"positive"
"investierest",0.004,"positive"
"investierten",0.004,"positive"
"investierst",0.004,"positive"
"investieret",0.004,"positive"
"investiertest",0.004,"positive"
"investiertet",0.004,"positive"
"investiere",0.004,"positive"
"investiert",0.004,"positive"
"jubele",0.0756,"positive"
"juble",0.0756,"positive"
"jubelst",0.0756,"positive"
"jubelt",0.0756,"positive"
"jublest",0.0756,"positive"
"jublet",0.0756,"positive"
"jubelte",0.0756,"positive"
"jubeltest",0.0756,"positive"
"jubelten",0.0756,"positive"
"jubeltet",0.0756,"positive"
"gejubelt",0.0756,"positive"
"kinderleichte",0.004,"positive"
"kinderleichtem",0.004,"positive"
"kinderleichten",0.004,"positive"
"kinderleichter",0.004,"positive"
"kinderleichtes",0.004,"positive"
"klaglose",0.004,"positive"
"klaglosem",0.004,"positive"
"klaglosen",0.004,"positive"
"klagloser",0.004,"positive"
"klagloses",0.004,"positive"
"klaren",0.004,"positive"
"klareres",0.004,"positive"
"klarem",0.004,"positive"
"klarerer",0.004,"positive"
"klarer",0.004,"positive"
"klareren",0.004,"positive"
"klarstes",0.004,"positive"
"klarerem",0.004,"positive"
"klarster",0.004,"positive"
"klarere",0.004,"positive"
"klarste",0.004,"positive"
"klarstem",0.004,"positive"
"klarsten",0.004,"positive"
"klares",0.004,"positive"
"klare",0.004,"positive"
"klassisches",0.004,"positive"
"klassische",0.004,"positive"
"klassischer",0.004,"positive"
"klassischste",0.004,"positive"
"klassischen",0.004,"positive"
"klassischerer",0.004,"positive"
"klassischeres",0.004,"positive"
"klassischerem",0.004,"positive"
"klassischere",0.004,"positive"
"klassischeren",0.004,"positive"
"klassischem",0.004,"positive"
"klassischstem",0.004,"positive"
"klassischsten",0.004,"positive"
"klassischstes",0.004,"positive"
"klassischster",0.004,"positive"
"kletteren",0.457,"positive"
"kletterst",0.457,"positive"
"kletterten",0.457,"positive"
"klettertest",0.457,"positive"
"geklettert",0.457,"positive"
"klettert",0.457,"positive"
"klettere",0.457,"positive"
"klettertet",0.457,"positive"
"kletterte",0.457,"positive"
"klimatisierte",0.004,"positive"
"klimatisiertem",0.004,"positive"
"klimatisierten",0.004,"positive"
"klimatisierter",0.004,"positive"
"klimatisiertes",0.004,"positive"
"klügsten",0.3532,"positive"
"klügstem",0.3532,"positive"
"kluge",0.3532,"positive"
"kluger",0.3532,"positive"
"kluges",0.3532,"positive"
"klügste",0.3532,"positive"
"klügster",0.3532,"positive"
"klügstes",0.3532,"positive"
"klüger",0.3532,"positive"
"klügere",0.3532,"positive"
"klugen",0.3532,"positive"
"klügerem",0.3532,"positive"
"klügeren",0.3532,"positive"
"klugem",0.3532,"positive"
"klügerer",0.3532,"positive"
"klügeres",0.3532,"positive"
"klärtest",0.004,"positive"
"klärest",0.004,"positive"
"geklärt",0.004,"positive"
"klärten",0.004,"positive"
"klärt",0.004,"positive"
"klärst",0.004,"positive"
"kläre",0.004,"positive"
"kläret",0.004,"positive"
"klärtet",0.004,"positive"
"klärte",0.004,"positive"
"knorkem",0.004,"positive"
"knorken",0.004,"positive"
"knorker",0.004,"positive"
"knorkes",0.004,"positive"
"knuddelige",0.2086,"positive"
"knuddeligem",0.2086,"positive"
"knuddeligen",0.2086,"positive"
"knuddeliger",0.2086,"positive"
"knuddeliges",0.2086,"positive"
"knuddeligere",0.2086,"positive"
"knuddeligerem",0.2086,"positive"
"knuddeligeren",0.2086,"positive"
"knuddeligerer",0.2086,"positive"
"knuddeligeres",0.2086,"positive"
"knuddeligste",0.2086,"positive"
"knuddeligstem",0.2086,"positive"
"knuddeligsten",0.2086,"positive"
"knuddeligster",0.2086,"positive"
"knuddeligstes",0.2086,"positive"
"knuffige",0.0974,"positive"
"knuffigem",0.0974,"positive"
"knuffigen",0.0974,"positive"
"knuffiger",0.0974,"positive"
"knuffiges",0.0974,"positive"
"knuffigere",0.0974,"positive"
"knuffigerem",0.0974,"positive"
"knuffigeren",0.0974,"positive"
"knuffigerer",0.0974,"positive"
"knuffigeres",0.0974,"positive"
"knuffigste",0.0974,"positive"
"knuffigstem",0.0974,"positive"
"knuffigsten",0.0974,"positive"
"knuffigster",0.0974,"positive"
"knuffigstes",0.0974,"positive"
"kollegialer",0.0809,"positive"
"kollegiales",0.0809,"positive"
"kollegialere",0.0809,"positive"
"kollegialen",0.0809,"positive"
"kollegialem",0.0809,"positive"
"kollegialeren",0.0809,"positive"
"kollegialsten",0.0809,"positive"
"kollegialstes",0.0809,"positive"
"kollegialerem",0.0809,"positive"
"kollegialster",0.0809,"positive"
"kollegialste",0.0809,"positive"
"kollegiale",0.0809,"positive"
"kollegialeres",0.0809,"positive"
"kollegialstem",0.0809,"positive"
"kollegialerer",0.0809,"positive"
"komfortabler",0.08,"positive"
"komfortables",0.08,"positive"
"komfortabelstes",0.08,"positive"
"komfortable",0.08,"positive"
"komfortabelster",0.08,"positive"
"komfortablem",0.08,"positive"
"komfortablen",0.08,"positive"
"komfortabelsten",0.08,"positive"
"komfortabelstem",0.08,"positive"
"komfortablerem",0.08,"positive"
"komfortableren",0.08,"positive"
"komfortablerer",0.08,"positive"
"komfortabelste",0.08,"positive"
"komfortableres",0.08,"positive"
"komfortablere",0.08,"positive"
"kommodestem",0.004,"positive"
"kommodesten",0.004,"positive"
"kommoderem",0.004,"positive"
"kommoderen",0.004,"positive"
"kommodestes",0.004,"positive"
"kommodester",0.004,"positive"
"kommodere",0.004,"positive"
"kommodes",0.004,"positive"
"kommoder",0.004,"positive"
"kommoderes",0.004,"positive"
"kommodeste",0.004,"positive"
"kommoderer",0.004,"positive"
"kommode",0.004,"positive"
"kommoden",0.004,"positive"
"kommodem",0.004,"positive"
"kommunikativerer",0.004,"positive"
"kommunikativste",0.004,"positive"
"kommunikativeres",0.004,"positive"
"kommunikativeren",0.004,"positive"
"kommunikativerem",0.004,"positive"
"kommunikativster",0.004,"positive"
"kommunikativstes",0.004,"positive"
"kommunikativen",0.004,"positive"
"kommunikativsten",0.004,"positive"
"kommunikativstem",0.004,"positive"
"kommunikatives",0.004,"positive"
"kommunikative",0.004,"positive"
"kommunikativer",0.004,"positive"
"kommunikativere",0.004,"positive"
"kommunikativem",0.004,"positive"
"kompatibelstem",0.004,"positive"
"kompatibelsten",0.004,"positive"
"kompatibelster",0.004,"positive"
"kompatibelstes",0.004,"positive"
"kompatiblerer",0.004,"positive"
"kompatibleres",0.004,"positive"
"kompatibelste",0.004,"positive"
"kompatiblem",0.004,"positive"
"kompatiblen",0.004,"positive"
"kompatibles",0.004,"positive"
"kompatiblerem",0.004,"positive"
"kompatibler",0.004,"positive"
"kompatibleren",0.004,"positive"
"kompatiblere",0.004,"positive"
"kompatible",0.004,"positive"
"kompensierte",0.004,"positive"
"kompensierest",0.004,"positive"
"kompensierst",0.004,"positive"
"kompensierten",0.004,"positive"
"kompensiertest",0.004,"positive"
"kompensiere",0.004,"positive"
"kompensiert",0.004,"positive"
"kompensiertet",0.004,"positive"
"kompensieret",0.004,"positive"
"kompetentesten",0.0789,"positive"
"kompetentestem",0.0789,"positive"
"kompetentestes",0.0789,"positive"
"kompetentester",0.0789,"positive"
"kompetentere",0.0789,"positive"
"kompetenten",0.0789,"positive"
"kompetenteres",0.0789,"positive"
"kompetentem",0.0789,"positive"
"kompetenterer",0.0789,"positive"
"kompetentes",0.0789,"positive"
"kompetenter",0.0789,"positive"
"kompetente",0.0789,"positive"
"kompetenteste",0.0789,"positive"
"kompetenteren",0.0789,"positive"
"kompetenterem",0.0789,"positive"
"komplettester",0.004,"positive"
"kompletteste",0.004,"positive"
"komplettestes",0.004,"positive"
"kompletter",0.004,"positive"
"komplettes",0.004,"positive"
"komplettem",0.004,"positive"
"kompletten",0.004,"positive"
"kompletteres",0.004,"positive"
"kompletterer",0.004,"positive"
"komplette",0.004,"positive"
"komplettesten",0.004,"positive"
"kompletterem",0.004,"positive"
"komplettere",0.004,"positive"
"komplettestem",0.004,"positive"
"kompletteren",0.004,"positive"
"konfliktfreieres",0.004,"positive"
"konfliktfreies",0.004,"positive"
"konfliktfreiste",0.004,"positive"
"konfliktfreie",0.004,"positive"
"konfliktfreierer",0.004,"positive"
"konfliktfreieren",0.004,"positive"
"konfliktfreierem",0.004,"positive"
"konfliktfreiere",0.004,"positive"
"konfliktfreistem",0.004,"positive"
"konfliktfreister",0.004,"positive"
"konfliktfreisten",0.004,"positive"
"konfliktfreistes",0.004,"positive"
"konfliktfreien",0.004,"positive"
"konfliktfreiem",0.004,"positive"
"konfliktfreier",0.004,"positive"
"kongenialste",0.004,"positive"
"kongenialeren",0.004,"positive"
"kongenialere",0.004,"positive"
"kongenialstem",0.004,"positive"
"kongenialerem",0.004,"positive"
"kongenialster",0.004,"positive"
"kongenialstes",0.004,"positive"
"kongenialsten",0.004,"positive"
"kongeniale",0.004,"positive"
"kongenialerer",0.004,"positive"
"kongenialeres",0.004,"positive"
"kongenialen",0.004,"positive"
"kongenialem",0.004,"positive"
"kongeniales",0.004,"positive"
"kongenialer",0.004,"positive"
"konkreteres",0.004,"positive"
"konkretere",0.004,"positive"
"konkreterer",0.004,"positive"
"konkreteste",0.004,"positive"
"konkreteren",0.004,"positive"
"konkreterem",0.004,"positive"
"konkretestem",0.004,"positive"
"konkretesten",0.004,"positive"
"konkrete",0.004,"positive"
"konkretester",0.004,"positive"
"konkretestes",0.004,"positive"
"konkretes",0.004,"positive"
"konkreter",0.004,"positive"
"konkreten",0.004,"positive"
"konkretem",0.004,"positive"
"konkurrenzfähige",0.004,"positive"
"konkurrenzfähigere",0.004,"positive"
"konkurrenzfähigste",0.004,"positive"
"konkurrenzfähigem",0.004,"positive"
"konkurrenzfähigsten",0.004,"positive"
"konkurrenzfähigen",0.004,"positive"
"konkurrenzfähigstem",0.004,"positive"
"konkurrenzfähigerem",0.004,"positive"
"konkurrenzfähigstes",0.004,"positive"
"konkurrenzfähigeren",0.004,"positive"
"konkurrenzfähigster",0.004,"positive"
"konkurrenzfähiger",0.004,"positive"
"konkurrenzfähiges",0.004,"positive"
"konkurrenzfähigerer",0.004,"positive"
"konkurrenzfähigeres",0.004,"positive"
"konsequenterem",0.004,"positive"
"konsequenteren",0.004,"positive"
"konsequentes",0.004,"positive"
"konsequenter",0.004,"positive"
"konsequenterer",0.004,"positive"
"konsequenteste",0.004,"positive"
"konsequentestes",0.004,"positive"
"konsequenteres",0.004,"positive"
"konsequentester",0.004,"positive"
"konsequentem",0.004,"positive"
"konsequentesten",0.004,"positive"
"konsequentestem",0.004,"positive"
"konsequente",0.004,"positive"
"konsequenten",0.004,"positive"
"konsequentere",0.004,"positive"
"konsistenterem",0.004,"positive"
"konsistentestes",0.004,"positive"
"konsistentester",0.004,"positive"
"konsistenten",0.004,"positive"
"konsistentem",0.004,"positive"
"konsistenteste",0.004,"positive"
"konsistenter",0.004,"positive"
"konsistenteren",0.004,"positive"
"konsistentes",0.004,"positive"
"konsistente",0.004,"positive"
"konsistenteres",0.004,"positive"
"konsistenterer",0.004,"positive"
"konsistentesten",0.004,"positive"
"konsistentere",0.004,"positive"
"konsistentestem",0.004,"positive"
"konsolidierte",0.004,"positive"
"konsolidierest",0.004,"positive"
"konsolidieret",0.004,"positive"
"konsolidiert",0.004,"positive"
"konsolidiertest",0.004,"positive"
"konsolidiere",0.004,"positive"
"konsolidiertet",0.004,"positive"
"konsolidierst",0.004,"positive"
"konsolidierten",0.004,"positive"
"konstantester",0.087,"positive"
"konstantestem",0.087,"positive"
"konstantesten",0.087,"positive"
"konstanteste",0.087,"positive"
"konstantestes",0.087,"positive"
"konstantes",0.087,"positive"
"konstanterer",0.087,"positive"
"konstanter",0.087,"positive"
"konstanteres",0.087,"positive"
"konstantere",0.087,"positive"
"konstanterem",0.087,"positive"
"konstanteren",0.087,"positive"
"konstante",0.087,"positive"
"konstantem",0.087,"positive"
"konstanten",0.087,"positive"
"konstruktivsten",0.0894,"positive"
"konstruktives",0.0894,"positive"
"konstruktiver",0.0894,"positive"
"konstruktivstem",0.0894,"positive"
"konstruktive",0.0894,"positive"
"konstruktivere",0.0894,"positive"
"konstruktivstes",0.0894,"positive"
"konstruktiveres",0.0894,"positive"
"konstruktivster",0.0894,"positive"
"konstruktiverer",0.0894,"positive"
"konstruktiven",0.0894,"positive"
"konstruktivem",0.0894,"positive"
"konstruktiveren",0.0894,"positive"
"konstruktiverem",0.0894,"positive"
"konstruktivste",0.0894,"positive"
"konsultierest",0.004,"positive"
"konsultierten",0.004,"positive"
"konsultierst",0.004,"positive"
"konsultiertet",0.004,"positive"
"konsultierte",0.004,"positive"
"konsultieret",0.004,"positive"
"konsultiertest",0.004,"positive"
"konsultiere",0.004,"positive"
"konsultiert",0.004,"positive"
"kontinuierliches",0.004,"positive"
"kontinuierlichstes",0.004,"positive"
"kontinuierlichster",0.004,"positive"
"kontinuierlichen",0.004,"positive"
"kontinuierlicheres",0.004,"positive"
"kontinuierlichsten",0.004,"positive"
"kontinuierlichem",0.004,"positive"
"kontinuierlicherer",0.004,"positive"
"kontinuierlichstem",0.004,"positive"
"kontinuierlicher",0.004,"positive"
"kontinuierlicheren",0.004,"positive"
"kontinuierlicherem",0.004,"positive"
"kontinuierlichste",0.004,"positive"
"kontinuierlichere",0.004,"positive"
"kontinuierliche",0.004,"positive"
"konzertierte",0.004,"positive"
"konzertiertem",0.004,"positive"
"konzertierten",0.004,"positive"
"konzertierter",0.004,"positive"
"konzertiertes",0.004,"positive"
"konzertiertere",0.004,"positive"
"konzertierterem",0.004,"positive"
"konzertierteren",0.004,"positive"
"konzertierterer",0.004,"positive"
"konzertierteres",0.004,"positive"
"konzertierteste",0.004,"positive"
"konzertiertestem",0.004,"positive"
"konzertiertesten",0.004,"positive"
"konzertiertester",0.004,"positive"
"konzertiertestes",0.004,"positive"
"kooperativere",0.004,"positive"
"kooperativeren",0.004,"positive"
"kooperativstes",0.004,"positive"
"kooperativeres",0.004,"positive"
"kooperativster",0.004,"positive"
"kooperativerer",0.004,"positive"
"kooperative",0.004,"positive"
"kooperatives",0.004,"positive"
"kooperativerem",0.004,"positive"
"kooperativsten",0.004,"positive"
"kooperativer",0.004,"positive"
"kooperativstem",0.004,"positive"
"kooperativem",0.004,"positive"
"kooperativen",0.004,"positive"
"kooperativste",0.004,"positive"
"kooperiere",0.004,"positive"
"kooperierst",0.004,"positive"
"kooperiert",0.004,"positive"
"kooperierest",0.004,"positive"
"kooperieret",0.004,"positive"
"kooperierte",0.004,"positive"
"kooperiertest",0.004,"positive"
"kopperierten",0.004,"positive"
"kooperiertet",0.004,"positive"
"koordiniere",0.004,"positive"
"koordinierst",0.004,"positive"
"koordinierest",0.004,"positive"
"koordinieret",0.004,"positive"
"koordinierte",0.004,"positive"
"koordiniertest",0.004,"positive"
"koordinierten",0.004,"positive"
"koordiniertet",0.004,"positive"
"koordiniertem",0.004,"positive"
"koordinierter",0.004,"positive"
"koordiniertes",0.004,"positive"
"korrektestem",0.004,"positive"
"korrektesten",0.004,"positive"
"korrekteste",0.004,"positive"
"korrekteren",0.004,"positive"
"korrektestes",0.004,"positive"
"korrekteres",0.004,"positive"
"korrekterer",0.004,"positive"
"korrektester",0.004,"positive"
"korrektes",0.004,"positive"
"korrektere",0.004,"positive"
"korrektem",0.004,"positive"
"korrekterem",0.004,"positive"
"korrekte",0.004,"positive"
"korrekten",0.004,"positive"
"korrekter",0.004,"positive"
"kostbare",0.0777,"positive"
"kostbarere",0.0777,"positive"
"kostbarstes",0.0777,"positive"
"kostbarer",0.0777,"positive"
"kostbareres",0.0777,"positive"
"kostbarster",0.0777,"positive"
"kostbarerer",0.0777,"positive"
"kostbarsten",0.0777,"positive"
"kostbares",0.0777,"positive"
"kostbarste",0.0777,"positive"
"kostbarerem",0.0777,"positive"
"kostbarstem",0.0777,"positive"
"kostbaren",0.0777,"positive"
"kostbarem",0.0777,"positive"
"kostbareren",0.0777,"positive"
"kostengünstiges",0.004,"positive"
"kostengünstigere",0.004,"positive"
"kostengünstigeres",0.004,"positive"
"kostengünstiger",0.004,"positive"
"kostengünstigerer",0.004,"positive"
"kostengünstige",0.004,"positive"
"kostengünstigem",0.004,"positive"
"kostengünstigen",0.004,"positive"
"kostengünstigeren",0.004,"positive"
"kostengünstigste",0.004,"positive"
"kostengünstigstem",0.004,"positive"
"kostengünstigsten",0.004,"positive"
"kostengünstigstes",0.004,"positive"
"kostengünstigster",0.004,"positive"
"kostengünstigerem",0.004,"positive"
"kostenlose",0.004,"positive"
"kostenlosem",0.004,"positive"
"kostenlosen",0.004,"positive"
"kostenloser",0.004,"positive"
"kostenloses",0.004,"positive"
"kraftvollstes",0.2214,"positive"
"kraftvollste",0.2214,"positive"
"kraftvolleren",0.2214,"positive"
"kraftvollerem",0.2214,"positive"
"kraftvollster",0.2214,"positive"
"kraftvollere",0.2214,"positive"
"kraftvollerer",0.2214,"positive"
"kraftvollem",0.2214,"positive"
"kraftvolle",0.2214,"positive"
"kraftvollen",0.2214,"positive"
"kraftvollsten",0.2214,"positive"
"kraftvollstem",0.2214,"positive"
"kraftvoller",0.2214,"positive"
"kraftvolleres",0.2214,"positive"
"kraftvolles",0.2214,"positive"
"kreative",0.5865,"positive"
"kreativste",0.5865,"positive"
"kreatives",0.5865,"positive"
"kreativstem",0.5865,"positive"
"kreativer",0.5865,"positive"
"kreativeres",0.5865,"positive"
"kreativerer",0.5865,"positive"
"kreativster",0.5865,"positive"
"kreativen",0.5865,"positive"
"kreativstes",0.5865,"positive"
"kreativem",0.5865,"positive"
"kreativeren",0.5865,"positive"
"kreativere",0.5865,"positive"
"kreativsten",0.5865,"positive"
"kreativerem",0.5865,"positive"
"kräftige",0.2408,"positive"
"kräftigere",0.2408,"positive"
"kräftigerem",0.2408,"positive"
"kräftigeren",0.2408,"positive"
"kräftigste",0.2408,"positive"
"kräftigster",0.2408,"positive"
"kräftigerer",0.2408,"positive"
"kräftigstem",0.2408,"positive"
"kräftigsten",0.2408,"positive"
"kräftigeres",0.2408,"positive"
"kräftigen",0.2408,"positive"
"kräftigem",0.2408,"positive"
"kräftiges",0.2408,"positive"
"kräftiger",0.2408,"positive"
"kräftigstes",0.2408,"positive"
"kulanten",0.004,"positive"
"kulantestem",0.004,"positive"
"kulantesten",0.004,"positive"
"kulantem",0.004,"positive"
"kulantere",0.004,"positive"
"kulanteste",0.004,"positive"
"kulantestes",0.004,"positive"
"kulante",0.004,"positive"
"kulantester",0.004,"positive"
"kulantes",0.004,"positive"
"kulanter",0.004,"positive"
"kulanterem",0.004,"positive"
"kulanteren",0.004,"positive"
"kulanteres",0.004,"positive"
"kulanterer",0.004,"positive"
"kultivierterer",0.0731,"positive"
"kultiviertem",0.0731,"positive"
"kultivierteren",0.0731,"positive"
"kultivierterem",0.0731,"positive"
"kultivierten",0.0731,"positive"
"kultiviertes",0.0731,"positive"
"kultivierter",0.0731,"positive"
"kultivierteste",0.0731,"positive"
"kultivierteres",0.0731,"positive"
"kultiviertesten",0.0731,"positive"
"kultiviertestem",0.0731,"positive"
"kultiviertestes",0.0731,"positive"
"kultiviertester",0.0731,"positive"
"kultivierte",0.0731,"positive"
"kultiviertere",0.0731,"positive"
"kunstreiches",0.004,"positive"
"kunstreichstes",0.004,"positive"
"kunstreichster",0.004,"positive"
"kunstreicher",0.004,"positive"
"kunstreichsten",0.004,"positive"
"kunstreicherem",0.004,"positive"
"kunstreichste",0.004,"positive"
"kunstreiche",0.004,"positive"
"kunstreichere",0.004,"positive"
"kunstreicheren",0.004,"positive"
"kunstreicherer",0.004,"positive"
"kunstreicheres",0.004,"positive"
"kunstreichem",0.004,"positive"
"kunstreichen",0.004,"positive"
"kunstreichstem",0.004,"positive"
"kunstvollere",0.004,"positive"
"kunstvolleres",0.004,"positive"
"kunstvollerer",0.004,"positive"
"kunstvolleren",0.004,"positive"
"kunstvollerem",0.004,"positive"
"kunstvoller",0.004,"positive"
"kunstvollste",0.004,"positive"
"kunstvolles",0.004,"positive"
"kunstvollstem",0.004,"positive"
"kunstvollsten",0.004,"positive"
"kunstvolle",0.004,"positive"
"kunstvollster",0.004,"positive"
"kunstvollstes",0.004,"positive"
"kunstvollen",0.004,"positive"
"kunstvollem",0.004,"positive"
"kurierte",0.004,"positive"
"kuriertet",0.004,"positive"
"kuriertest",0.004,"positive"
"kurierst",0.004,"positive"
"kuriert",0.004,"positive"
"kurieret",0.004,"positive"
"kuriere",0.004,"positive"
"kurierest",0.004,"positive"
"kurierten",0.004,"positive"
"kümmert",0.2016,"positive"
"kümmere",0.2016,"positive"
"kümmerte",0.2016,"positive"
"gekümmert",0.2016,"positive"
"kümmertet",0.2016,"positive"
"kümmerst",0.2016,"positive"
"kümmertest",0.2016,"positive"
"kümmeren",0.2016,"positive"
"kümmerten",0.2016,"positive"
"künstlerisches",0.004,"positive"
"künstlerischsten",0.004,"positive"
"künstlerische",0.004,"positive"
"künstlerischstem",0.004,"positive"
"künstlerischere",0.004,"positive"
"künstlerischem",0.004,"positive"
"künstlerischerem",0.004,"positive"
"künstlerischen",0.004,"positive"
"künstlerischster",0.004,"positive"
"künstlerischstes",0.004,"positive"
"künstlerischer",0.004,"positive"
"künstlerischeren",0.004,"positive"
"künstlerischerer",0.004,"positive"
"künstlerischeres",0.004,"positive"
"künstlerischste",0.004,"positive"
"lachte",0.0135,"positive"
"lachten",0.0135,"positive"
"gelacht",0.0135,"positive"
"lachtest",0.0135,"positive"
"lachet",0.0135,"positive"
"lachest",0.0135,"positive"
"lachtet",0.0135,"positive"
"lacht",0.0135,"positive"
"lache",0.0135,"positive"
"lachst",0.0135,"positive"
"langlebigeres",0.2026,"positive"
"langlebigerer",0.2026,"positive"
"langlebige",0.2026,"positive"
"langlebigem",0.2026,"positive"
"langlebigen",0.2026,"positive"
"langlebigste",0.2026,"positive"
"langlebigstes",0.2026,"positive"
"langlebiger",0.2026,"positive"
"langlebiges",0.2026,"positive"
"langlebigster",0.2026,"positive"
"langlebigeren",0.2026,"positive"
"langlebigere",0.2026,"positive"
"langlebigerem",0.2026,"positive"
"langlebigsten",0.2026,"positive"
"langlebigstem",0.2026,"positive"
"lautstarke",0.004,"positive"
"lautstarkem",0.004,"positive"
"lautstarken",0.004,"positive"
"lautstarker",0.004,"positive"
"lautstarkes",0.004,"positive"
"lautstärkere",0.004,"positive"
"lautstärkerem",0.004,"positive"
"lautstärkeren",0.004,"positive"
"lautstärkerer",0.004,"positive"
"lautstärkeres",0.004,"positive"
"lautstärkste",0.004,"positive"
"lautstärkstem",0.004,"positive"
"lautstärksten",0.004,"positive"
"lautstärkster",0.004,"positive"
"lautstärkstes",0.004,"positive"
"lebendigstes",0.0947,"positive"
"lebendigster",0.0947,"positive"
"lebendiger",0.0947,"positive"
"lebendiges",0.0947,"positive"
"lebendigem",0.0947,"positive"
"lebendigsten",0.0947,"positive"
"lebendigen",0.0947,"positive"
"lebendigstem",0.0947,"positive"
"lebendige",0.0947,"positive"
"lebendigste",0.0947,"positive"
"lebendigere",0.0947,"positive"
"lebendigerem",0.0947,"positive"
